title,brief,council_member,vote
"CAL. NO. 34,228 ","An Ordinance to amend Ordinance No. 29266 M.C.S ., as amended, entitled ""An Ordinance
Providing an Operating Budget of Expenditures for the City of New Orleans for the Year
2023"", to appropriate grant funds awarded by FEMA to the Chief Administrative Office for
removal and replacement costs of servers and twenty (20) security cameras during the
aftermath of Hurricane Ida; and otherwise to provide with respect thereto.",Thomas,absent
"CAL. NO. 34,229 ","An Ordinance to temporarily waive certain fees, permit fees, and requirements within and
around Morris FX Jeff Sr. Park located at 1320 General De Gaulle Drive, New Orleans,
Louisiana in conjunction with the Space Walk & Splash Pads event from Friday, June 9, 2023
at 5:00 p.m. to Saturday, June 10, 2023 at 8:00 p.m ., to specify the duration and boundaries of
said waiver; and otherwise to provide with respect thereto.",AdjournGiarrusso,yeas
"CAL. NO. 34,229 ","An Ordinance to temporarily waive certain fees, permit fees, and requirements within and
around Morris FX Jeff Sr. Park located at 1320 General De Gaulle Drive, New Orleans,
Louisiana in conjunction with the Space Walk & Splash Pads event from Friday, June 9, 2023
at 5:00 p.m. to Saturday, June 10, 2023 at 8:00 p.m ., to specify the duration and boundaries of
said waiver; and otherwise to provide with respect thereto.",Green,yeas
"CAL. NO. 34,229 ","An Ordinance to temporarily waive certain fees, permit fees, and requirements within and
around Morris FX Jeff Sr. Park located at 1320 General De Gaulle Drive, New Orleans,
Louisiana in conjunction with the Space Walk & Splash Pads event from Friday, June 9, 2023
at 5:00 p.m. to Saturday, June 10, 2023 at 8:00 p.m ., to specify the duration and boundaries of
said waiver; and otherwise to provide with respect thereto.",Harris,yeas
"CAL. NO. 34,229 ","An Ordinance to temporarily waive certain fees, permit fees, and requirements within and
around Morris FX Jeff Sr. Park located at 1320 General De Gaulle Drive, New Orleans,
Louisiana in conjunction with the Space Walk & Splash Pads event from Friday, June 9, 2023
at 5:00 p.m. to Saturday, June 10, 2023 at 8:00 p.m ., to specify the duration and boundaries of
said waiver; and otherwise to provide with respect thereto.",King,yeas
"CAL. NO. 34,229 ","An Ordinance to temporarily waive certain fees, permit fees, and requirements within and
around Morris FX Jeff Sr. Park located at 1320 General De Gaulle Drive, New Orleans,
Louisiana in conjunction with the Space Walk & Splash Pads event from Friday, June 9, 2023
at 5:00 p.m. to Saturday, June 10, 2023 at 8:00 p.m ., to specify the duration and boundaries of
said waiver; and otherwise to provide with respect thereto.",Moreno,yeas
"CAL. NO. 34,229 ","An Ordinance to temporarily waive certain fees, permit fees, and requirements within and
around Morris FX Jeff Sr. Park located at 1320 General De Gaulle Drive, New Orleans,
Louisiana in conjunction with the Space Walk & Splash Pads event from Friday, June 9, 2023
at 5:00 p.m. to Saturday, June 10, 2023 at 8:00 p.m ., to specify the duration and boundaries of
said waiver; and otherwise to provide with respect thereto.",0Morrell,absent
"CAL. NO. 34,229 ","An Ordinance to temporarily waive certain fees, permit fees, and requirements within and
around Morris FX Jeff Sr. Park located at 1320 General De Gaulle Drive, New Orleans,
Louisiana in conjunction with the Space Walk & Splash Pads event from Friday, June 9, 2023
at 5:00 p.m. to Saturday, June 10, 2023 at 8:00 p.m ., to specify the duration and boundaries of
said waiver; and otherwise to provide with respect thereto.",Thomas,absent
,,,Not available
,,,Not available
,,,Not available
,,,Not available
,,,Not available
"CAL. NO. 34,127 ","An Ordinance to establish a conditional use to permit a principal bed and breakfast in an
HMR-2 Historic Marigny/Treme/Bywater Residential District, on Square 5, Lot 5, in the
Third Municipal District, bounded by Esplanade Avenue, Chartres Street, Decatur Street, and
Frenchmen Street (Municipal Address: 547 Esplanade Avenue); and otherwise to provide
with respect thereto. (ZONINIG DOCKET NO. 10/23)",Green,yeas
"CAL. NO. 34,127 ","An Ordinance to establish a conditional use to permit a principal bed and breakfast in an
HMR-2 Historic Marigny/Treme/Bywater Residential District, on Square 5, Lot 5, in the
Third Municipal District, bounded by Esplanade Avenue, Chartres Street, Decatur Street, and
Frenchmen Street (Municipal Address: 547 Esplanade Avenue); and otherwise to provide
with respect thereto. (ZONINIG DOCKET NO. 10/23)",Harris,yeas
"CAL. NO. 34,127 ","An Ordinance to establish a conditional use to permit a principal bed and breakfast in an
HMR-2 Historic Marigny/Treme/Bywater Residential District, on Square 5, Lot 5, in the
Third Municipal District, bounded by Esplanade Avenue, Chartres Street, Decatur Street, and
Frenchmen Street (Municipal Address: 547 Esplanade Avenue); and otherwise to provide
with respect thereto. (ZONINIG DOCKET NO. 10/23)",Moreno,yeas
"CAL. NO. 34,127 ","An Ordinance to establish a conditional use to permit a principal bed and breakfast in an
HMR-2 Historic Marigny/Treme/Bywater Residential District, on Square 5, Lot 5, in the
Third Municipal District, bounded by Esplanade Avenue, Chartres Street, Decatur Street, and
Frenchmen Street (Municipal Address: 547 Esplanade Avenue); and otherwise to provide
with respect thereto. (ZONINIG DOCKET NO. 10/23)",Morrell,yeas
"CAL. NO. 34,127 ","An Ordinance to establish a conditional use to permit a principal bed and breakfast in an
HMR-2 Historic Marigny/Treme/Bywater Residential District, on Square 5, Lot 5, in the
Third Municipal District, bounded by Esplanade Avenue, Chartres Street, Decatur Street, and
Frenchmen Street (Municipal Address: 547 Esplanade Avenue); and otherwise to provide
with respect thereto. (ZONINIG DOCKET NO. 10/23)",Thomas,yeas
"CAL. NO. 34,127 ","An Ordinance to establish a conditional use to permit a principal bed and breakfast in an
HMR-2 Historic Marigny/Treme/Bywater Residential District, on Square 5, Lot 5, in the
Third Municipal District, bounded by Esplanade Avenue, Chartres Street, Decatur Street, and
Frenchmen Street (Municipal Address: 547 Esplanade Avenue); and otherwise to provide
with respect thereto. (ZONINIG DOCKET NO. 10/23)",Giarrusso,recused
"CAL. NO. 34,127 ","An Ordinance to establish a conditional use to permit a principal bed and breakfast in an
HMR-2 Historic Marigny/Treme/Bywater Residential District, on Square 5, Lot 5, in the
Third Municipal District, bounded by Esplanade Avenue, Chartres Street, Decatur Street, and
Frenchmen Street (Municipal Address: 547 Esplanade Avenue); and otherwise to provide
with respect thereto. (ZONINIG DOCKET NO. 10/23)",King,recused
"CAL. NO. 34,135 ","An Ordinance to amend Ordinance No. 29265 M.C.S ., as amended, entitled ""An Ordinance
Providing an Operating Budget of Revenues for the City of New Orleans for the Year 2023"",
to appropriate grant funds awarded to the Health Department for the Alternative Dispatch
Behavioral Crisis Response Program to implement a Crisis Call Center Management Software
System; and otherwise to provide with respect thereto.",Green,yeas
"CAL. NO. 34,135 ","An Ordinance to amend Ordinance No. 29265 M.C.S ., as amended, entitled ""An Ordinance
Providing an Operating Budget of Revenues for the City of New Orleans for the Year 2023"",
to appropriate grant funds awarded to the Health Department for the Alternative Dispatch
Behavioral Crisis Response Program to implement a Crisis Call Center Management Software
System; and otherwise to provide with respect thereto.",Harris,yeas
"CAL. NO. 34,135 ","An Ordinance to amend Ordinance No. 29265 M.C.S ., as amended, entitled ""An Ordinance
Providing an Operating Budget of Revenues for the City of New Orleans for the Year 2023"",
to appropriate grant funds awarded to the Health Department for the Alternative Dispatch
Behavioral Crisis Response Program to implement a Crisis Call Center Management Software
System; and otherwise to provide with respect thereto.",Moreno,yeas
"CAL. NO. 34,135 ","An Ordinance to amend Ordinance No. 29265 M.C.S ., as amended, entitled ""An Ordinance
Providing an Operating Budget of Revenues for the City of New Orleans for the Year 2023"",
to appropriate grant funds awarded to the Health Department for the Alternative Dispatch
Behavioral Crisis Response Program to implement a Crisis Call Center Management Software
System; and otherwise to provide with respect thereto.",Morrell,yeas
"CAL. NO. 34,135 ","An Ordinance to amend Ordinance No. 29265 M.C.S ., as amended, entitled ""An Ordinance
Providing an Operating Budget of Revenues for the City of New Orleans for the Year 2023"",
to appropriate grant funds awarded to the Health Department for the Alternative Dispatch
Behavioral Crisis Response Program to implement a Crisis Call Center Management Software
System; and otherwise to provide with respect thereto.",Thomas,yeas
"CAL. NO. 34,135 ","An Ordinance to amend Ordinance No. 29265 M.C.S ., as amended, entitled ""An Ordinance
Providing an Operating Budget of Revenues for the City of New Orleans for the Year 2023"",
to appropriate grant funds awarded to the Health Department for the Alternative Dispatch
Behavioral Crisis Response Program to implement a Crisis Call Center Management Software
System; and otherwise to provide with respect thereto.",Giarrusso,recused
"CAL. NO. 34,135 ","An Ordinance to amend Ordinance No. 29265 M.C.S ., as amended, entitled ""An Ordinance
Providing an Operating Budget of Revenues for the City of New Orleans for the Year 2023"",
to appropriate grant funds awarded to the Health Department for the Alternative Dispatch
Behavioral Crisis Response Program to implement a Crisis Call Center Management Software
System; and otherwise to provide with respect thereto.",King,recused
"CAL. NO. 34,136 ","An Ordinance to amend Ordinance No. 29266 M.C.S ., as amended, entitled ""An Ordinance
Providing an Operating Budget of Expenditures for the City of New Orleans for the Year
2023"", to appropriate grant funds awarded to the Health Department for the Alternative
Dispatch Behavioral Crisis Response Program to implement a Crisis Call Center Management
Software System; and otherwise to provide with respect thereto.",Green,yeas
"CAL. NO. 34,136 ","An Ordinance to amend Ordinance No. 29266 M.C.S ., as amended, entitled ""An Ordinance
Providing an Operating Budget of Expenditures for the City of New Orleans for the Year
2023"", to appropriate grant funds awarded to the Health Department for the Alternative
Dispatch Behavioral Crisis Response Program to implement a Crisis Call Center Management
Software System; and otherwise to provide with respect thereto.",Harris,yeas
"CAL. NO. 34,136 ","An Ordinance to amend Ordinance No. 29266 M.C.S ., as amended, entitled ""An Ordinance
Providing an Operating Budget of Expenditures for the City of New Orleans for the Year
2023"", to appropriate grant funds awarded to the Health Department for the Alternative
Dispatch Behavioral Crisis Response Program to implement a Crisis Call Center Management
Software System; and otherwise to provide with respect thereto.",Moreno,yeas
"CAL. NO. 34,136 ","An Ordinance to amend Ordinance No. 29266 M.C.S ., as amended, entitled ""An Ordinance
Providing an Operating Budget of Expenditures for the City of New Orleans for the Year
2023"", to appropriate grant funds awarded to the Health Department for the Alternative
Dispatch Behavioral Crisis Response Program to implement a Crisis Call Center Management
Software System; and otherwise to provide with respect thereto.",Morrell,yeas
"CAL. NO. 34,136 ","An Ordinance to amend Ordinance No. 29266 M.C.S ., as amended, entitled ""An Ordinance
Providing an Operating Budget of Expenditures for the City of New Orleans for the Year
2023"", to appropriate grant funds awarded to the Health Department for the Alternative
Dispatch Behavioral Crisis Response Program to implement a Crisis Call Center Management
Software System; and otherwise to provide with respect thereto.",Thomas,yeas
"CAL. NO. 34,136 ","An Ordinance to amend Ordinance No. 29266 M.C.S ., as amended, entitled ""An Ordinance
Providing an Operating Budget of Expenditures for the City of New Orleans for the Year
2023"", to appropriate grant funds awarded to the Health Department for the Alternative
Dispatch Behavioral Crisis Response Program to implement a Crisis Call Center Management
Software System; and otherwise to provide with respect thereto.",Giarrusso,recused
"CAL. NO. 34,136 ","An Ordinance to amend Ordinance No. 29266 M.C.S ., as amended, entitled ""An Ordinance
Providing an Operating Budget of Expenditures for the City of New Orleans for the Year
2023"", to appropriate grant funds awarded to the Health Department for the Alternative
Dispatch Behavioral Crisis Response Program to implement a Crisis Call Center Management
Software System; and otherwise to provide with respect thereto.",King,recused
"CAL. NO. 34,137 ","An Ordinance to amend Ordinance No. 29265 M.C.S ., as amended, entitled ""An Ordinance
Providing an Operating Budget of Revenues for the City of New Orleans for the Year 2023"""",
to appropriate one-time grant funds awarded to the Healthcare for the Homeless Program to
expand COVID-19 health center services; and otherwise to provide with respect thereto.",Green,yeas
"CAL. NO. 34,137 ","An Ordinance to amend Ordinance No. 29265 M.C.S ., as amended, entitled ""An Ordinance
Providing an Operating Budget of Revenues for the City of New Orleans for the Year 2023"""",
to appropriate one-time grant funds awarded to the Healthcare for the Homeless Program to
expand COVID-19 health center services; and otherwise to provide with respect thereto.",Harris,yeas
"CAL. NO. 34,137 ","An Ordinance to amend Ordinance No. 29265 M.C.S ., as amended, entitled ""An Ordinance
Providing an Operating Budget of Revenues for the City of New Orleans for the Year 2023"""",
to appropriate one-time grant funds awarded to the Healthcare for the Homeless Program to
expand COVID-19 health center services; and otherwise to provide with respect thereto.",Moreno,yeas
"CAL. NO. 34,137 ","An Ordinance to amend Ordinance No. 29265 M.C.S ., as amended, entitled ""An Ordinance
Providing an Operating Budget of Revenues for the City of New Orleans for the Year 2023"""",
to appropriate one-time grant funds awarded to the Healthcare for the Homeless Program to
expand COVID-19 health center services; and otherwise to provide with respect thereto.",Morrell,yeas
"CAL. NO. 34,137 ","An Ordinance to amend Ordinance No. 29265 M.C.S ., as amended, entitled ""An Ordinance
Providing an Operating Budget of Revenues for the City of New Orleans for the Year 2023"""",
to appropriate one-time grant funds awarded to the Healthcare for the Homeless Program to
expand COVID-19 health center services; and otherwise to provide with respect thereto.",Thomas,yeas
"CAL. NO. 34,137 ","An Ordinance to amend Ordinance No. 29265 M.C.S ., as amended, entitled ""An Ordinance
Providing an Operating Budget of Revenues for the City of New Orleans for the Year 2023"""",
to appropriate one-time grant funds awarded to the Healthcare for the Homeless Program to
expand COVID-19 health center services; and otherwise to provide with respect thereto.",Giarrusso,recused
"CAL. NO. 34,137 ","An Ordinance to amend Ordinance No. 29265 M.C.S ., as amended, entitled ""An Ordinance
Providing an Operating Budget of Revenues for the City of New Orleans for the Year 2023"""",
to appropriate one-time grant funds awarded to the Healthcare for the Homeless Program to
expand COVID-19 health center services; and otherwise to provide with respect thereto.",King,recused
"CAL. NO. 34,138 ","An Ordnance to amend Ordinance No. 29266 M.C.S ., as amended, entitled ""An Ordinance
Providing an Operating Budget of Expenditures for the City of New Orleans for the Year
2023"", to appropriate one-time grant funds awarded to the Healthcare for the Homeless
Program to expand COVID-19 health center services; and otherwise to provide with respect
thereto.",Green,yeas
"CAL. NO. 34,138 ","An Ordnance to amend Ordinance No. 29266 M.C.S ., as amended, entitled ""An Ordinance
Providing an Operating Budget of Expenditures for the City of New Orleans for the Year
2023"", to appropriate one-time grant funds awarded to the Healthcare for the Homeless
Program to expand COVID-19 health center services; and otherwise to provide with respect
thereto.",Harris,yeas
"CAL. NO. 34,138 ","An Ordnance to amend Ordinance No. 29266 M.C.S ., as amended, entitled ""An Ordinance
Providing an Operating Budget of Expenditures for the City of New Orleans for the Year
2023"", to appropriate one-time grant funds awarded to the Healthcare for the Homeless
Program to expand COVID-19 health center services; and otherwise to provide with respect
thereto.",Moreno,yeas
"CAL. NO. 34,138 ","An Ordnance to amend Ordinance No. 29266 M.C.S ., as amended, entitled ""An Ordinance
Providing an Operating Budget of Expenditures for the City of New Orleans for the Year
2023"", to appropriate one-time grant funds awarded to the Healthcare for the Homeless
Program to expand COVID-19 health center services; and otherwise to provide with respect
thereto.",Morrell,yeas
"CAL. NO. 34,138 ","An Ordnance to amend Ordinance No. 29266 M.C.S ., as amended, entitled ""An Ordinance
Providing an Operating Budget of Expenditures for the City of New Orleans for the Year
2023"", to appropriate one-time grant funds awarded to the Healthcare for the Homeless
Program to expand COVID-19 health center services; and otherwise to provide with respect
thereto.",Thomas,yeas
"CAL. NO. 34,138 ","An Ordnance to amend Ordinance No. 29266 M.C.S ., as amended, entitled ""An Ordinance
Providing an Operating Budget of Expenditures for the City of New Orleans for the Year
2023"", to appropriate one-time grant funds awarded to the Healthcare for the Homeless
Program to expand COVID-19 health center services; and otherwise to provide with respect
thereto.",Giarrusso,recused
"CAL. NO. 34,138 ","An Ordnance to amend Ordinance No. 29266 M.C.S ., as amended, entitled ""An Ordinance
Providing an Operating Budget of Expenditures for the City of New Orleans for the Year
2023"", to appropriate one-time grant funds awarded to the Healthcare for the Homeless
Program to expand COVID-19 health center services; and otherwise to provide with respect
thereto.",King,recused
"CAL. NO. 34,139 ","An Ordinance to amend Ordinance No. 29265 M.C.S ., as amended, entitled ""An Ordinance
Providing an Operating Budget of Revenues for the City of New Orleans for the Year 2023"",
to appropriate grant funds approved by FEMA on November 11, 2022, for the City of New
Orleans' Lower Ninth Ward Energy Resilience Building Resilient Infrastructure and
Communities Scoping Project; and otherwise to provide with respect thereto.",Green,yeas
"CAL. NO. 34,139 ","An Ordinance to amend Ordinance No. 29265 M.C.S ., as amended, entitled ""An Ordinance
Providing an Operating Budget of Revenues for the City of New Orleans for the Year 2023"",
to appropriate grant funds approved by FEMA on November 11, 2022, for the City of New
Orleans' Lower Ninth Ward Energy Resilience Building Resilient Infrastructure and
Communities Scoping Project; and otherwise to provide with respect thereto.",Harris,yeas
"CAL. NO. 34,139 ","An Ordinance to amend Ordinance No. 29265 M.C.S ., as amended, entitled ""An Ordinance
Providing an Operating Budget of Revenues for the City of New Orleans for the Year 2023"",
to appropriate grant funds approved by FEMA on November 11, 2022, for the City of New
Orleans' Lower Ninth Ward Energy Resilience Building Resilient Infrastructure and
Communities Scoping Project; and otherwise to provide with respect thereto.",Moreno,yeas
"CAL. NO. 34,139 ","An Ordinance to amend Ordinance No. 29265 M.C.S ., as amended, entitled ""An Ordinance
Providing an Operating Budget of Revenues for the City of New Orleans for the Year 2023"",
to appropriate grant funds approved by FEMA on November 11, 2022, for the City of New
Orleans' Lower Ninth Ward Energy Resilience Building Resilient Infrastructure and
Communities Scoping Project; and otherwise to provide with respect thereto.",Morrell,yeas
"CAL. NO. 34,139 ","An Ordinance to amend Ordinance No. 29265 M.C.S ., as amended, entitled ""An Ordinance
Providing an Operating Budget of Revenues for the City of New Orleans for the Year 2023"",
to appropriate grant funds approved by FEMA on November 11, 2022, for the City of New
Orleans' Lower Ninth Ward Energy Resilience Building Resilient Infrastructure and
Communities Scoping Project; and otherwise to provide with respect thereto.",Thomas,yeas
"CAL. NO. 34,139 ","An Ordinance to amend Ordinance No. 29265 M.C.S ., as amended, entitled ""An Ordinance
Providing an Operating Budget of Revenues for the City of New Orleans for the Year 2023"",
to appropriate grant funds approved by FEMA on November 11, 2022, for the City of New
Orleans' Lower Ninth Ward Energy Resilience Building Resilient Infrastructure and
Communities Scoping Project; and otherwise to provide with respect thereto.",Giarrusso,recused
"CAL. NO. 34,139 ","An Ordinance to amend Ordinance No. 29265 M.C.S ., as amended, entitled ""An Ordinance
Providing an Operating Budget of Revenues for the City of New Orleans for the Year 2023"",
to appropriate grant funds approved by FEMA on November 11, 2022, for the City of New
Orleans' Lower Ninth Ward Energy Resilience Building Resilient Infrastructure and
Communities Scoping Project; and otherwise to provide with respect thereto.",King,recused
"CAL. NO. 34,140 ","An Ordinance to amend Ordinance No. 29266 M.C.S ., as amended, entitled ""An Ordinance
Providing an Operating Budget of Expenditures for the City of New Orleans for the Year
2023"", to appropriate grant funds approved by FEMA on November 11, 2022, for the City of
New Orleans' Lower Ninth Ward Energy Resilience Building Resilient Infrastructure and
Communities Scoping Project; and otherwise to provide with respect thereto.

20/69

cityofno.granicus.com/MinutesViewer.php?view_id=42&clip_id=4545&doc_id=0e9f44e9-ff10-11ed-95dd-0050569183fa
6/23/23, 5:38 PM",Green,yeas
"CAL. NO. 34,140 ","An Ordinance to amend Ordinance No. 29266 M.C.S ., as amended, entitled ""An Ordinance
Providing an Operating Budget of Expenditures for the City of New Orleans for the Year
2023"", to appropriate grant funds approved by FEMA on November 11, 2022, for the City of
New Orleans' Lower Ninth Ward Energy Resilience Building Resilient Infrastructure and
Communities Scoping Project; and otherwise to provide with respect thereto.

20/69

cityofno.granicus.com/MinutesViewer.php?view_id=42&clip_id=4545&doc_id=0e9f44e9-ff10-11ed-95dd-0050569183fa
6/23/23, 5:38 PM",Harris,yeas
"CAL. NO. 34,140 ","An Ordinance to amend Ordinance No. 29266 M.C.S ., as amended, entitled ""An Ordinance
Providing an Operating Budget of Expenditures for the City of New Orleans for the Year
2023"", to appropriate grant funds approved by FEMA on November 11, 2022, for the City of
New Orleans' Lower Ninth Ward Energy Resilience Building Resilient Infrastructure and
Communities Scoping Project; and otherwise to provide with respect thereto.

20/69

cityofno.granicus.com/MinutesViewer.php?view_id=42&clip_id=4545&doc_id=0e9f44e9-ff10-11ed-95dd-0050569183fa
6/23/23, 5:38 PM",Moreno,yeas
"CAL. NO. 34,140 ","An Ordinance to amend Ordinance No. 29266 M.C.S ., as amended, entitled ""An Ordinance
Providing an Operating Budget of Expenditures for the City of New Orleans for the Year
2023"", to appropriate grant funds approved by FEMA on November 11, 2022, for the City of
New Orleans' Lower Ninth Ward Energy Resilience Building Resilient Infrastructure and
Communities Scoping Project; and otherwise to provide with respect thereto.

20/69

cityofno.granicus.com/MinutesViewer.php?view_id=42&clip_id=4545&doc_id=0e9f44e9-ff10-11ed-95dd-0050569183fa
6/23/23, 5:38 PM",Morrell,yeas
"CAL. NO. 34,140 ","An Ordinance to amend Ordinance No. 29266 M.C.S ., as amended, entitled ""An Ordinance
Providing an Operating Budget of Expenditures for the City of New Orleans for the Year
2023"", to appropriate grant funds approved by FEMA on November 11, 2022, for the City of
New Orleans' Lower Ninth Ward Energy Resilience Building Resilient Infrastructure and
Communities Scoping Project; and otherwise to provide with respect thereto.

20/69

cityofno.granicus.com/MinutesViewer.php?view_id=42&clip_id=4545&doc_id=0e9f44e9-ff10-11ed-95dd-0050569183fa
6/23/23, 5:38 PM",Thomas,yeas
"CAL. NO. 34,140 ","An Ordinance to amend Ordinance No. 29266 M.C.S ., as amended, entitled ""An Ordinance
Providing an Operating Budget of Expenditures for the City of New Orleans for the Year
2023"", to appropriate grant funds approved by FEMA on November 11, 2022, for the City of
New Orleans' Lower Ninth Ward Energy Resilience Building Resilient Infrastructure and
Communities Scoping Project; and otherwise to provide with respect thereto.

20/69

cityofno.granicus.com/MinutesViewer.php?view_id=42&clip_id=4545&doc_id=0e9f44e9-ff10-11ed-95dd-0050569183fa
6/23/23, 5:38 PM",Giarrusso,recused
"CAL. NO. 34,140 ","An Ordinance to amend Ordinance No. 29266 M.C.S ., as amended, entitled ""An Ordinance
Providing an Operating Budget of Expenditures for the City of New Orleans for the Year
2023"", to appropriate grant funds approved by FEMA on November 11, 2022, for the City of
New Orleans' Lower Ninth Ward Energy Resilience Building Resilient Infrastructure and
Communities Scoping Project; and otherwise to provide with respect thereto.

20/69

cityofno.granicus.com/MinutesViewer.php?view_id=42&clip_id=4545&doc_id=0e9f44e9-ff10-11ed-95dd-0050569183fa
6/23/23, 5:38 PM",King,recused
"CAL. NO. 34,147 ","An Ordinance to establish a conditional use to permit a small childcare center in an S-RD
Suburban Two-Family Residential District, on Square 2873, Lots 7 and 8, in the Third
Municipal District, bounded by Senate Street, Alfred Street, Harrison Avenue, and Jumonville
Street (Municipal Addresses: 1373-1377 Senate Street); and otherwise to provide with respect
thereto. (ZONING DOCKET NO. 7/23)",Green,yeas
"CAL. NO. 34,147 ","An Ordinance to establish a conditional use to permit a small childcare center in an S-RD
Suburban Two-Family Residential District, on Square 2873, Lots 7 and 8, in the Third
Municipal District, bounded by Senate Street, Alfred Street, Harrison Avenue, and Jumonville
Street (Municipal Addresses: 1373-1377 Senate Street); and otherwise to provide with respect
thereto. (ZONING DOCKET NO. 7/23)",Harris,yeas
"CAL. NO. 34,147 ","An Ordinance to establish a conditional use to permit a small childcare center in an S-RD
Suburban Two-Family Residential District, on Square 2873, Lots 7 and 8, in the Third
Municipal District, bounded by Senate Street, Alfred Street, Harrison Avenue, and Jumonville
Street (Municipal Addresses: 1373-1377 Senate Street); and otherwise to provide with respect
thereto. (ZONING DOCKET NO. 7/23)",Moreno,yeas
"CAL. NO. 34,147 ","An Ordinance to establish a conditional use to permit a small childcare center in an S-RD
Suburban Two-Family Residential District, on Square 2873, Lots 7 and 8, in the Third
Municipal District, bounded by Senate Street, Alfred Street, Harrison Avenue, and Jumonville
Street (Municipal Addresses: 1373-1377 Senate Street); and otherwise to provide with respect
thereto. (ZONING DOCKET NO. 7/23)",Morrell,yeas
"CAL. NO. 34,147 ","An Ordinance to establish a conditional use to permit a small childcare center in an S-RD
Suburban Two-Family Residential District, on Square 2873, Lots 7 and 8, in the Third
Municipal District, bounded by Senate Street, Alfred Street, Harrison Avenue, and Jumonville
Street (Municipal Addresses: 1373-1377 Senate Street); and otherwise to provide with respect
thereto. (ZONING DOCKET NO. 7/23)",Thomas,yeas
"CAL. NO. 34,147 ","An Ordinance to establish a conditional use to permit a small childcare center in an S-RD
Suburban Two-Family Residential District, on Square 2873, Lots 7 and 8, in the Third
Municipal District, bounded by Senate Street, Alfred Street, Harrison Avenue, and Jumonville
Street (Municipal Addresses: 1373-1377 Senate Street); and otherwise to provide with respect
thereto. (ZONING DOCKET NO. 7/23)",Giarrusso,recused
"CAL. NO. 34,147 ","An Ordinance to establish a conditional use to permit a small childcare center in an S-RD
Suburban Two-Family Residential District, on Square 2873, Lots 7 and 8, in the Third
Municipal District, bounded by Senate Street, Alfred Street, Harrison Avenue, and Jumonville
Street (Municipal Addresses: 1373-1377 Senate Street); and otherwise to provide with respect
thereto. (ZONING DOCKET NO. 7/23)",King,recused
"CAL. NO. 34,152 ","An Ordinance to establish a conditional use to permit a wine shop in an HU-B1 Historic
Urban Neighborhood Business District, on Square 213, Lot A, in the Sixth Municipal District,
bounded by Magazine Street, Aline Street, Foucher Street, and Constance Street (Municipal
Addresses: 3500-3502 Magazine Street); and otherwise to provide with respect
thereto. (ZONING DOCKET NO. 20/23)",Green,yeas
"CAL. NO. 34,152 ","An Ordinance to establish a conditional use to permit a wine shop in an HU-B1 Historic
Urban Neighborhood Business District, on Square 213, Lot A, in the Sixth Municipal District,
bounded by Magazine Street, Aline Street, Foucher Street, and Constance Street (Municipal
Addresses: 3500-3502 Magazine Street); and otherwise to provide with respect
thereto. (ZONING DOCKET NO. 20/23)",Harris,yeas
"CAL. NO. 34,152 ","An Ordinance to establish a conditional use to permit a wine shop in an HU-B1 Historic
Urban Neighborhood Business District, on Square 213, Lot A, in the Sixth Municipal District,
bounded by Magazine Street, Aline Street, Foucher Street, and Constance Street (Municipal
Addresses: 3500-3502 Magazine Street); and otherwise to provide with respect
thereto. (ZONING DOCKET NO. 20/23)",Moreno,yeas
"CAL. NO. 34,152 ","An Ordinance to establish a conditional use to permit a wine shop in an HU-B1 Historic
Urban Neighborhood Business District, on Square 213, Lot A, in the Sixth Municipal District,
bounded by Magazine Street, Aline Street, Foucher Street, and Constance Street (Municipal
Addresses: 3500-3502 Magazine Street); and otherwise to provide with respect
thereto. (ZONING DOCKET NO. 20/23)",Morrell,yeas
"CAL. NO. 34,152 ","An Ordinance to establish a conditional use to permit a wine shop in an HU-B1 Historic
Urban Neighborhood Business District, on Square 213, Lot A, in the Sixth Municipal District,
bounded by Magazine Street, Aline Street, Foucher Street, and Constance Street (Municipal
Addresses: 3500-3502 Magazine Street); and otherwise to provide with respect
thereto. (ZONING DOCKET NO. 20/23)",Thomas,yeas
"CAL. NO. 34,152 ","An Ordinance to establish a conditional use to permit a wine shop in an HU-B1 Historic
Urban Neighborhood Business District, on Square 213, Lot A, in the Sixth Municipal District,
bounded by Magazine Street, Aline Street, Foucher Street, and Constance Street (Municipal
Addresses: 3500-3502 Magazine Street); and otherwise to provide with respect
thereto. (ZONING DOCKET NO. 20/23)",Giarrusso,recused
"CAL. NO. 34,152 ","An Ordinance to establish a conditional use to permit a wine shop in an HU-B1 Historic
Urban Neighborhood Business District, on Square 213, Lot A, in the Sixth Municipal District,
bounded by Magazine Street, Aline Street, Foucher Street, and Constance Street (Municipal
Addresses: 3500-3502 Magazine Street); and otherwise to provide with respect
thereto. (ZONING DOCKET NO. 20/23)",King,recused
"CAL. NO. 34,153 ","An Ordinance to establish a conditional use to permit a standard restaurant in an HU-B1
Historic Urban Residential Business District, on Square 141, Lot 7, in the Fourth Municipal
District, bounded by St. Mary Street, Camp Street and Sophie Wright Place (Municipal
Address: 1829 Sophie Wright Place); and otherwise to provide with respect

21/69

cityofno.granicus.com/MinutesViewer.php?view_id=42&clip_id=4545&doc_id=0e9f44e9-ff10-11ed-95dd-0050569183fa
6/23/23, 5:38 PM
thereto. (ZONING DOCKET NO. 11/23)",Green,yeas
